Task ID,Task,Concept,Route,Task Scope,Engineering Domain,Work Pattern,Start,Finish,Prior FTE-years,Revised FTE-years,Planned Labor Hours,Blended Loaded Rate ($000/FTE-year),Prior Labor Cost ($000),Revised Labor Cost ($000),External Engineering & Lab ($000),"Software, Compute & Data ($000)","Equipment, Materials & Fabrication ($000)","Facility, Test & Field Operations ($000)",Regulatory Review Fees ($000),"Legal, Hearing & Advisory ($000)",Travel & Field Support ($000),Other Direct ($000),Risk Allowance ($000),Prior Total Cost ($000),Revised Total Cost ($000),Allocated Program Package Share ($000),Fully Burdened Task View ($000),Low Estimate ($000),High Estimate ($000),Total Delta ($000),Total Change (%),Estimate Class,Estimate Method
S-0.1.a,Regulatory Pathway Decision Analysis (Part 50 vs Part 52),Shared,shared_program,program_backbone,licensing_authorization,analysis_model,2026-10-01,2027-03-31,0.048831,0.482,809.8,256.293,10.2187,123.533093,23.598,20.976,0.0,0.0,0.0,0.0,2.622,5.244,21.116771,10.2187,197.089864,0.0,197.089864,157.671891,275.92581,186.871164,1828.72,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.1.b,Define Licensing Products & Scope (ESP/DC/COL/CP/OL/Topicals),Shared,shared_program,program_backbone,licensing_authorization,design_engineering,2026-10-01,2026-12-31,0.044977,0.422,709.0,261.343,9.581505,110.286895,19.525275,8.875125,0.0,0.0,0.0,0.0,2.84004,4.26006,17.494487,9.581505,163.281882,0.0,163.281882,130.625506,228.594635,153.700377,1604.14,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.1.c,Topical Report Portfolio & Methods Qualification Plan,Shared,shared_program,program_backbone,licensing_authorization,analysis_model,2026-10-01,2027-03-31,0.034716,0.589,989.5,261.838,7.410221,154.222446,19.018124,3.169688,19.018125,19.018125,0.0,0.0,3.169688,0.0,26.113944,7.410221,243.73014,0.0,243.73014,194.984112,341.222195,236.319919,3189.11,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.1.d,Regulatory Precedent & Risk/Opportunity Scan,Shared,shared_program,program_backbone,project_controls,management_control,2026-10-01,2027-03-31,0.032894,0.314,527.5,250.352,6.723296,78.610588,5.89275,2.619,0.0,0.0,0.0,0.0,1.3095,3.27375,11.004671,6.723296,102.710259,0.0,102.710259,82.168207,143.794362,95.986963,1427.68,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.1.e,Integrated Schedule & Resource Model,Shared,shared_program,program_backbone,project_controls,management_control,2026-10-01,2027-03-31,0.046076,0.314,527.5,261.304,9.814143,82.049299,5.85225,2.601,0.0,0.0,0.0,0.0,1.3005,3.25125,11.406516,9.814143,106.460815,0.0,106.460815,85.168652,149.045141,96.646672,984.77,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.1.f,"RACI, Interface Control & Governance",Shared,shared_program,program_backbone,licensing_authorization,design_engineering,2026-10-01,2027-06-30,0.059762,0.467,784.6,260.763,12.709991,121.776333,19.39245,8.81475,0.0,0.0,0.0,0.0,2.82072,4.23108,18.84424,12.709991,175.879573,0.0,175.879573,140.703658,246.231402,163.169582,1283.79,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.1.g,Commitment & Configuration Management Setup,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2026-10-01,2027-03-31,0.052478,0.386,648.5,260.939,11.168588,100.722404,16.863,7.665,0.0,0.0,0.0,0.0,2.4528,3.6792,15.765888,11.168588,147.148292,0.0,147.148292,117.718634,206.007609,135.979704,1217.52,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.1.h,Decision Record & Strategy Memo,Shared,shared_program,program_backbone,project_controls,management_control,2026-10-01,2027-03-31,0.024753,0.314,527.5,254.298,5.148129,79.849719,5.85225,2.601,0.0,0.0,0.0,0.0,1.3005,3.25125,11.142566,5.148129,103.997285,0.0,103.997285,83.197828,145.596199,98.849156,1920.1,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.a,Author QAPD/QATR and Appendix B Mapping,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2027-01-01,2028-03-31,0.075275,0.481,808.1,218.528,13.417764,105.111743,16.863,7.665,0.0,0.0,0.0,0.0,2.4528,3.6792,16.292609,13.417764,152.064352,0.0,152.064352,121.651482,212.890093,138.646588,1033.31,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.b,Implement Corrective Action Program (CAP) and Nonconformance Control,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2026-10-01,2030-03-31,0.193666,0.558,937.4,218.528,34.520819,121.938585,16.863,7.665,0.0,0.0,0.0,0.0,2.4528,3.6792,18.31183,34.520819,170.910415,0.0,170.910415,136.728332,239.274581,136.389596,395.09,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.c,10 CFR 21 Evaluation & Reporting Process,Shared,shared_program,program_backbone,quality_configuration,analysis_model,2027-07-01,2028-09-30,0.091355,0.498,836.6,218.528,16.283999,108.826833,19.575,17.4,0.0,0.0,0.0,0.0,2.175,4.35,18.27922,16.283999,170.606053,0.0,170.606053,136.484842,238.848474,154.322054,947.69,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.d,"Supplier Qualification, Audits & Surveillance",Shared,shared_program,program_backbone,procurement_fabrication,procurement_fabrication,2026-10-01,2030-06-30,0.37457,0.802,1347.4,215.083,65.802895,172.496546,20.99601,3.499335,20.99601,20.99601,0.0,0.0,3.499335,0.0,29.09799,65.802895,271.581236,0.0,271.581236,217.264988,380.21373,205.778341,312.72,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.e,Software Quality Assurance (SQA) for Safety-Significant Codes,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2027-07-01,2028-12-31,0.129768,0.499,838.3,217.774,23.144061,108.669317,16.9785,7.7175,0.0,0.0,0.0,0.0,2.4696,3.7044,16.744718,23.144061,156.284035,0.0,156.284035,125.027228,218.797649,133.139974,575.27,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.f,"Document Control, Records & Electronic Records Management",Shared,shared_program,program_backbone,quality_configuration,design_engineering,2027-01-01,2030-12-31,0.243373,0.57,957.6,218.199,43.302902,124.373699,16.863,7.665,0.0,0.0,0.0,0.0,2.4528,3.6792,18.604044,43.302902,173.637743,0.0,173.637743,138.910194,243.09284,130.334841,300.98,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.g,Configuration Management (CM) & Change Control,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2027-01-01,2030-06-30,0.20752,0.567,952.6,218.2,36.923613,123.719184,16.863,7.665,0.0,0.0,0.0,0.0,2.4528,3.6792,18.525502,36.923613,172.904686,0.0,172.904686,138.323749,242.066561,135.981073,368.28,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.h,"Licensing Basis, Commitments & 50.71(e) FSAR Update Process",Shared,shared_program,program_backbone,licensing_authorization,design_engineering,2027-04-01,2030-09-30,0.405098,0.651,1093.7,260.309,85.940634,169.461014,19.525275,8.875125,0.0,0.0,0.0,0.0,2.84004,4.26006,24.595382,85.940634,229.556896,0.0,229.556896,183.645517,321.379654,143.616262,167.11,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.i,"Internal Audits, Independent Assessments & Surveillances",Shared,shared_program,program_backbone,quality_configuration,analysis_model,2027-04-01,2030-12-31,0.23936,0.594,997.9,217.932,42.724365,129.451711,19.575,17.4,0.0,0.0,0.0,0.0,2.175,4.35,20.754205,42.724365,193.705916,0.0,193.705916,154.964733,271.188283,150.981551,353.39,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.j,"Training, Qualification & Indoctrination",Shared,shared_program,program_backbone,licensing_authorization,licensing_product,2029-07-01,2031-03-31,0.157663,0.673,1130.6,214.404,27.631814,144.293752,26.066475,5.213295,0.0,0.0,0.0,10.42659,4.170636,6.255954,23.571204,27.631814,219.997906,0.0,219.997906,175.998325,307.997069,192.366092,696.18,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.k,Program Performance Metrics & Management Review,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2027-04-01,2031-03-31,0.237333,0.566,950.9,218.2,42.228132,123.501067,16.7475,7.6125,0.0,0.0,0.0,0.0,2.436,3.654,18.474128,42.228132,172.425195,0.0,172.425195,137.940156,241.395273,130.197063,308.32,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-0.2.l,Interface with Design & Analysis Organizations,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2027-07-01,2031-03-31,0.341465,0.57,957.6,215.274,59.876703,122.706378,16.7475,7.6125,0.0,0.0,0.0,0.0,2.436,3.654,18.378765,59.876703,171.535143,0.0,171.535143,137.228115,240.149201,111.65844,186.48,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.a,Project Execution Plan (PEP) & Controls Governance,Shared,shared_program,program_backbone,project_controls,management_control,2026-10-01,2035-06-30,0.240648,0.385,646.8,229.048,45.755356,88.183315,5.994,2.664,0.0,0.0,0.0,0.0,1.332,3.33,12.180398,45.755356,113.683713,0.0,113.683713,90.94697,159.157198,67.928357,148.46,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.b,SRP-Aligned WBS (L1-L3) & Dictionary,Shared,shared_program,program_backbone,project_controls,management_control,2029-01-01,2032-12-31,0.095863,0.392,658.6,231.053,18.381418,90.572597,5.994,2.664,0.0,0.0,0.0,0.0,1.332,3.33,12.467112,18.381418,116.359709,0.0,116.359709,93.087767,162.903592,97.978291,533.03,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.c,Master Deliverables List (MDL) Build-out,Shared,shared_program,program_backbone,project_controls,management_control,2029-07-01,2033-09-30,0.105403,0.393,660.2,231.053,20.210708,90.803794,5.994,2.664,0.0,0.0,0.0,0.0,1.332,3.33,12.494855,20.210708,116.618649,0.0,116.618649,93.294919,163.266109,96.407941,477.01,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.d,Integrated Master Schedule (IMS) & Logic,Shared,shared_program,program_backbone,project_controls,management_control,2030-01-01,2034-09-30,0.19937,0.4,672.0,229.394,37.962543,91.757556,5.994,2.664,0.0,0.0,0.0,0.0,1.332,3.33,12.609307,37.962543,117.686863,0.0,117.686863,94.14949,164.761608,79.72432,210.01,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.e,Milestone Framework (L0-L9) & Gate Reviews,Shared,shared_program,program_backbone,project_controls,management_control,2030-07-01,2035-09-30,0.124176,0.393,660.2,231.053,23.81028,90.803711,5.994,2.664,0.0,0.0,0.0,0.0,1.332,3.33,12.494845,23.81028,116.618556,0.0,116.618556,93.294845,163.265979,92.808276,389.78,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.f,"Commitments, License Conditions & Action Tracking",Shared,shared_program,program_backbone,licensing_authorization,licensing_product,2027-07-01,2038-03-31,0.679948,0.782,1313.8,260.0,143.876891,203.32,23.13225,4.62645,0.0,0.0,0.0,9.2529,3.70116,5.55174,29.95014,143.876891,279.53464,0.0,279.53464,223.627712,391.348496,135.657749,94.29,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.g,RAI / Inspection Calendar & Readiness,Shared,shared_program,program_backbone,licensing_authorization,licensing_product,2034-10-01,2037-03-31,0.120646,0.531,892.1,224.956,22.120218,119.451519,23.13225,4.62645,0.0,0.0,0.0,9.2529,3.70116,5.55174,19.885922,22.120218,185.601941,0.0,185.601941,148.481553,259.842718,163.481723,739.06,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.h,Earned Value Management (EVM) & Performance Reporting,Shared,shared_program,program_backbone,project_controls,management_control,2028-01-01,2037-03-31,0.253659,0.385,646.8,229.048,48.229055,88.183333,5.994,2.664,0.0,0.0,0.0,0.0,1.332,3.33,12.1804,48.229055,113.683733,0.0,113.683733,90.946986,159.157226,65.454678,135.72,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.i,Schedule Risk & Readiness Monte Carlo,Shared,shared_program,program_backbone,safety_analysis,test_experiment,2035-04-01,2038-06-30,0.145985,0.732,1229.8,264.302,31.468274,193.469177,22.156875,4.431375,17.7255,35.451,0.0,0.0,7.0902,1.77255,33.851601,31.468274,315.948278,0.0,315.948278,252.758623,442.32759,284.480004,904.02,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.j,Interfaces & Data Pipelines (Reqs/EDMS/Models/CMMS),Shared,shared_program,program_backbone,project_controls,analysis_model,2028-04-01,2038-06-30,0.431212,0.496,833.3,229.394,82.107995,113.779372,19.98,17.76,0.0,0.0,0.0,0.0,2.22,4.44,18.981525,82.107995,177.160897,0.0,177.160897,141.728717,248.025255,95.052902,115.77,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.k,QA Baseline Control & Auditable Records,Shared,shared_program,program_backbone,quality_configuration,management_control,2028-07-01,2038-12-31,0.547118,0.629,1056.7,209.444,93.119475,131.740549,5.9535,2.646,0.0,0.0,0.0,0.0,1.323,3.3075,17.396466,93.119475,162.367015,0.0,162.367015,129.893612,227.313821,69.24754,74.36,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.l,Dashboards & Analytics,Shared,shared_program,program_backbone,project_controls,management_control,2034-04-01,2038-12-31,0.119482,0.314,527.5,231.053,22.910387,72.550604,4.7952,2.1312,0.0,0.0,0.0,0.0,1.0656,2.664,9.984792,22.910387,93.191396,0.0,93.191396,74.553117,130.467955,70.281009,306.76,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.m,Risk & Opportunity Register (Schedule/Technical/Regulatory),Shared,shared_program,program_backbone,project_controls,management_control,2034-07-01,2038-06-30,0.240819,0.414,695.5,260.0,50.95727,107.64,6.0345,2.682,0.0,0.0,0.0,0.0,1.341,3.3525,14.526,50.95727,135.576,0.0,135.576,108.4608,189.8064,84.61873,166.06,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-10.n,Readiness Reviews & Lessons Learned,Shared,shared_program,program_backbone,test_commissioning,test_experiment,2036-04-01,2038-12-31,0.125527,0.668,1122.2,224.956,23.015093,150.270492,21.304688,4.260937,17.04375,34.0875,0.0,0.0,6.8175,1.704375,28.258709,23.015093,263.747951,0.0,263.747951,210.998361,369.247131,240.732858,1045.98,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.a,"Data Model, IDs & Governance",Shared,shared_program,program_backbone,quality_configuration,analysis_model,2026-10-01,2033-12-31,0.584572,0.672,1129.0,209.326,99.437057,140.667258,20.115,17.88,0.0,0.0,0.0,0.0,2.235,4.47,22.244071,99.437057,207.611329,0.0,207.611329,166.089063,290.655861,108.174272,108.79,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.b,Regulatory Source Library & Edition Control,Shared,shared_program,program_backbone,licensing_authorization,design_engineering,2028-10-01,2031-12-31,0.198508,0.53,890.4,260.0,42.004187,137.8,19.790925,8.995875,0.0,0.0,0.0,0.0,2.87868,4.31802,20.85402,42.004187,194.63752,0.0,194.63752,155.710016,272.492528,152.633333,363.38,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.c,GDC -> PDC Mapping & Departure Basis,Shared,shared_program,program_backbone,systems_engineering,design_engineering,2027-07-01,2030-09-30,0.234658,0.552,927.4,247.688,47.881609,136.723998,17.094,7.77,0.0,0.0,0.0,0.0,2.4864,3.7296,20.13648,47.881609,187.940478,0.0,187.940478,150.352382,263.116669,140.058869,292.51,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.d,DBFR Authoring & Classification,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2028-01-01,2031-06-30,0.25367,0.446,749.3,209.355,43.155793,93.372272,16.80525,7.63875,0.0,0.0,0.0,0.0,2.4444,3.6666,14.871273,43.155793,138.798545,0.0,138.798545,111.038836,194.317962,95.642752,221.62,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.e,DBFRs -> SDDs / Calcs / Drawings / Specs,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2030-01-01,2034-03-31,0.189942,0.465,781.2,208.75,32.218914,97.068719,16.80525,7.63875,0.0,0.0,0.0,0.0,2.4444,3.6666,15.314846,32.218914,142.938565,0.0,142.938565,114.350852,200.113991,110.719651,343.65,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.f,Design -> FSAR Section Mapping,Shared,shared_program,program_backbone,licensing_authorization,design_engineering,2030-07-01,2034-12-31,0.473381,0.544,913.9,260.0,100.167321,141.44,19.458862,8.844938,0.0,0.0,0.0,0.0,2.83038,4.24557,21.21837,100.167321,198.03812,0.0,198.03812,158.430496,277.253368,97.870799,97.71,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.g,Safety Analysis/Design -> Construction Verification and Evidence Path,Shared,shared_program,program_backbone,licensing_authorization,design_engineering,2031-01-01,2033-12-31,0.318855,0.628,1055.0,260.0,67.469846,163.28,24.323578,11.056172,0.0,0.0,0.0,0.0,3.537975,5.306963,24.900563,67.469846,232.405251,0.0,232.405251,185.9242,325.367351,164.935405,244.46,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.h,Design/Analyses -> Technical Specifications (TS) & COL Items,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2031-04-01,2034-09-30,0.265413,1.625,2730.0,209.326,45.14721,340.155077,21.150938,9.614062,0.0,0.0,0.0,0.0,3.0765,4.61475,45.433359,45.14721,424.044686,0.0,424.044686,339.235749,593.662561,378.897476,839.25,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.i,Commitments & License Conditions Register,Shared,shared_program,program_backbone,licensing_authorization,licensing_product,2028-01-01,2035-12-31,0.493501,0.568,954.2,260.0,104.424751,147.68,22.588875,4.517775,0.0,0.0,0.0,9.03555,3.61422,5.42133,23.14293,104.424751,216.00068,0.0,216.00068,172.800544,302.400952,111.575929,106.85,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.j,"Automated QC: Orphans, Conflicts & Impact Analysis",Shared,shared_program,program_backbone,quality_configuration,analysis_model,2032-04-01,2036-03-31,0.318905,0.487,818.2,209.326,54.24631,101.941864,19.6425,17.46,0.0,0.0,0.0,0.0,2.1825,4.365,17.471024,54.24631,163.062888,0.0,163.062888,130.45031,228.288043,108.816578,200.6,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.k,50.71(e) FSAR Update Support & Redline/Strikeout,Shared,shared_program,program_backbone,licensing_authorization,design_engineering,2032-10-01,2036-12-31,0.432805,0.536,900.5,260.0,91.581551,139.36,19.458862,8.844938,0.0,0.0,0.0,0.0,2.83038,4.24557,20.96877,91.581551,195.70852,0.0,195.70852,156.566816,273.991928,104.126969,113.7,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.l,RAI/SER Trace & Closure Evidence,Shared,shared_program,program_backbone,licensing_authorization,licensing_product,2034-07-01,2036-12-31,0.170617,0.503,845.0,247.688,34.814317,124.58726,22.744125,4.548825,0.0,0.0,0.0,9.09765,3.63906,5.45859,20.409061,34.814317,190.484571,0.0,190.484571,152.387657,266.6784,155.670254,447.14,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-11.m,"Dashboards, Exports & Audit Packs",Shared,shared_program,program_backbone,quality_configuration,design_engineering,2028-10-01,2036-03-31,0.34024,0.391,656.9,208.75,57.713238,81.62125,13.4442,6.111,0.0,0.0,0.0,0.0,1.95552,2.93328,12.72783,57.713238,118.79308,0.0,118.79308,95.034464,166.310312,61.079842,105.83,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.a,Acceptance Criteria Catalog & Checklists,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2027-01-01,2030-03-31,0.14173,0.451,757.7,208.75,24.041024,94.14629,17.094,7.77,0.0,0.0,0.0,0.0,2.4864,3.7296,15.027155,24.041024,140.253445,0.0,140.253445,112.202756,196.354823,116.212421,483.39,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.b,IV&V Planning & Independence Matrix,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2027-07-01,2031-03-31,0.159157,0.47,789.6,208.75,26.996888,98.112445,17.094,7.77,0.0,0.0,0.0,0.0,2.4864,3.7296,15.503093,26.996888,144.695538,0.0,144.695538,115.756431,202.573754,117.69865,435.97,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.c,Calculation Package Acceptance (Inputs -> Methods -> Checks -> Results),Shared,shared_program,program_backbone,quality_configuration,analysis_model,2030-04-01,2034-06-30,0.194734,0.498,836.6,208.75,33.031777,103.957468,19.98,17.76,0.0,0.0,0.0,0.0,2.22,4.44,17.802896,33.031777,166.160364,0.0,166.160364,132.928291,232.62451,133.128587,403.03,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.d,Model Deck & Software QA Acceptance,Shared,shared_program,program_backbone,quality_configuration,analysis_model,2030-10-01,2035-06-30,0.373932,0.498,836.6,209.326,63.606629,104.244468,19.98,17.76,0.0,0.0,0.0,0.0,2.22,4.44,17.837336,63.606629,166.481804,0.0,166.481804,133.185443,233.074526,102.875175,161.74,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.e,Drawing/Spec/SDD Acceptance,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2031-07-01,2036-06-30,0.22552,0.476,799.7,208.75,38.253802,99.365,17.094,7.77,0.0,0.0,0.0,0.0,2.4864,3.7296,15.6534,38.253802,146.0984,0.0,146.0984,116.87872,204.53776,107.844598,281.92,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.f,Test Procedure/Report Acceptance (Pre-op/Startup/ITAAC),Shared,shared_program,program_backbone,quality_configuration,test_experiment,2033-10-01,2038-09-30,0.433894,0.682,1145.8,214.582,76.184283,146.345054,25.565625,4.260937,25.565625,25.565625,0.0,0.0,4.260937,1e-06,27.787656,76.184283,259.35146,0.0,259.35146,207.481168,363.092045,183.167177,240.43,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.g,FSAR Section/Table Acceptance,Shared,shared_program,program_backbone,licensing_authorization,design_engineering,2032-10-01,2036-03-31,0.380733,0.536,900.5,260.0,80.563145,139.36,19.790925,8.995875,0.0,0.0,0.0,0.0,2.87868,4.31802,21.04122,80.563145,196.38472,0.0,196.38472,157.107776,274.938608,115.821575,143.76,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.h,ITAAC Evidence & ICN Content Verification,Shared,shared_program,program_backbone,quality_configuration,design_engineering,2034-07-01,2038-03-31,0.163658,0.588,987.8,208.75,27.760486,122.745045,21.3675,9.7125,0.0,0.0,0.0,0.0,3.108,4.662,19.391405,27.760486,180.98645,0.0,180.98645,144.78916,253.381031,153.225964,551.96,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.i,Automated QC & Trace Integrity (with Node 11 Links),Shared,shared_program,program_backbone,systems_engineering,design_engineering,2034-01-01,2038-06-30,0.319966,0.571,959.3,247.688,65.288767,141.430065,17.094,7.77,0.0,0.0,0.0,0.0,2.4864,3.7296,20.701208,65.288767,193.211273,0.0,193.211273,154.569018,270.495782,127.922506,195.93,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.j,"Records Indexing, Hashing & Retention",Shared,shared_program,program_backbone,quality_configuration,design_engineering,2029-04-01,2038-09-30,0.507256,0.583,979.4,209.444,86.335016,122.106098,17.094,7.77,0.0,0.0,0.0,0.0,2.4864,3.7296,18.382332,86.335016,171.56843,0.0,171.56843,137.254744,240.195802,85.233414,98.72,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-12.k,Closeout Certificates & Readiness Reviews,Shared,shared_program,program_backbone,quality_configuration,test_experiment,2036-07-01,2038-12-31,0.11501,0.506,850.1,208.75,19.5087,105.627555,17.04375,3.40875,13.635,27.27,0.0,0.0,5.454,1.3635,20.856307,19.5087,194.658862,0.0,194.658862,155.727089,272.522406,175.150162,897.81,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.a,Tailoring Strategy & Regulatory Alignment,Shared,shared_program,program_backbone,project_controls,management_control,2026-10-01,2028-09-30,0.162523,0.413,693.8,260.0,34.389882,107.38,6.0345,2.682,0.0,0.0,0.0,0.0,1.341,3.3525,14.4948,34.389882,135.2848,0.0,135.2848,108.22784,189.39872,100.894918,293.39,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.b,Non-LWR Design Criteria (ARDC/PDC) & DBFRs,Shared,shared_program,program_backbone,systems_engineering,design_engineering,2028-10-01,2031-12-31,0.411631,0.639,1073.5,247.455,83.933681,158.123459,16.68975,7.58625,0.0,0.0,0.0,0.0,2.4276,3.6414,22.616215,83.933681,211.084674,0.0,211.084674,168.867739,295.518544,127.150993,151.49,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.c,Mechanistic Source Term (MST) & EPZ Tailoring (50.160),Shared,shared_program,program_backbone,safety_analysis,analysis_model,2029-04-01,2032-12-31,0.448493,1.625,2730.0,247.455,91.450131,402.113649,180.0,160.0,0.0,0.0,0.0,0.0,20.0,40.0,96.253638,91.450131,898.367287,0.0,898.367287,718.69383,1257.714202,806.917156,882.36,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.d,"LMP: LBEs, PRA & Safety Classification",Shared,shared_program,program_backbone,risk_pra,analysis_model,2028-01-01,2031-09-30,0.448903,0.823,1382.6,247.455,91.533647,203.655095,27.15525,24.138,0.0,0.0,0.0,0.0,3.01725,6.0345,31.680011,91.533647,295.680106,0.0,295.680106,236.544085,413.952149,204.146459,223.03,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.e,Thermal-Hydraulic & Neutronics Methods for Non-LWRs,Shared,shared_program,program_backbone,neutronics,analysis_model,2030-04-01,2034-06-30,0.298931,1.19,1999.2,247.688,60.996591,294.749172,37.634625,33.453,0.0,0.0,0.0,0.0,4.181625,8.36325,45.405801,60.996591,423.787473,0.0,423.787473,339.029978,593.302462,362.790882,594.77,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.f,Modular/Multi-Unit Interactions & Shared Systems,Shared,shared_program,program_backbone,systems_engineering,design_engineering,2030-10-01,2035-03-31,0.326978,0.678,1139.0,247.688,66.719492,167.93273,17.094,7.77,0.0,0.0,0.0,0.0,2.4864,3.7296,23.881528,66.719492,222.894258,0.0,222.894258,178.315406,312.051961,156.174766,234.08,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.g,I&C Architecture Tailoring (Non-LWR Physics & Digital Safety),Shared,shared_program,program_backbone,instrumentation_controls,design_engineering,2028-07-01,2031-03-31,0.349374,0.695,1167.6,247.455,71.239234,171.9809,21.511875,9.778125,0.0,0.0,0.0,0.0,3.129,4.6935,25.331208,71.239234,236.424608,0.0,236.424608,189.139686,330.994451,165.185374,231.87,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.h,HFE & Operations for Multi-Module Control Rooms,Shared,shared_program,program_backbone,human_factors,operations_program,2031-10-01,2035-03-31,0.241903,0.604,1014.7,247.688,49.360025,149.603776,9.88875,4.395,0.0,0.0,0.0,0.0,2.1975,5.49375,20.589453,49.360025,192.168229,0.0,192.168229,153.734583,269.035521,142.808204,289.32,Engineering planning estimate,Bottom-up activity-based estimate by work package
S-14.i,"Programs Tailoring (EP, Fire, RP, ISI/IST) to Technology",Shared,shared_program,program_backbone,systems_engineering,design_engineering,2028-04-01,2035-12-31,0.576361,0.677,1137.4,247.688,117.605625,167.685042,17.2095,7.8225,0.0,0.0,0.0,0.0,2.5032,3.7548,23.877005,117.605625,222.852047,0.0,222.852047,178.281638,311.992866,105.246422,89.49,Engineering planning estimate,Bottom-up activity-based estimate by work package
