task_id,task_name,concept,execution_stream,phase,start,finish,critical,implementation_readiness,quality_score,implementation_summary,linked_playbooks,task_specific_tests,implementation_steps,authorizations,procurement_actions,long_lead_items,decision_points,field_lab_vendor_activities,contingencies,implementation_records,open_decisions,first_hold_point
P-3.14.h,Power Ascension Testing (PAT),Power Reactor,"6 - Power-reactor construction, startup and optimization",SRP Chapters,2035-01-01,2035-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Power Ascension Testing (PAT) between 2035-01-01 and 2035-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-TEST-01,,6,4,5,1,3,4,3,5,3,HP-I1 implementation authorization
P-3.14.i,Digital I&C Platform Verification & Setpoint As-Left,Power Reactor,"6 - Power-reactor construction, startup and optimization",SRP Chapters,2035-04-01,2036-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Digital I&C Platform Verification & Setpoint As-Left between 2035-04-01 and 2036-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,6,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
P-3.14.j,Pre-Service & Initial Inservice Testing (ASME OM),Power Reactor,"6 - Power-reactor construction, startup and optimization",SRP Chapters,2035-04-01,2036-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Pre-Service & Initial Inservice Testing (ASME OM) between 2035-04-01 and 2036-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,6,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
P-3.14.f,"Fuel Receipt, Inspection & Load Readiness",Power Reactor,"6 - Power-reactor construction, startup and optimization",SRP Chapters,2035-04-01,2036-03-31,True,"Task-specific execution sequence, facility work, decision gates, acceptance evidence, records, and fallback routes are defined for the current planning basis.",100,"Execute the commercial plant fuel receipt and load-readiness process from pre-shipment document review through package receipt, identity/quantity/chemistry confirmation, storage and MC&A baseline, transfer rehearsal, authorization checks and formal handoff to fuel loading.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-STARTUP-01; PB-TEST-01,,5,5,5,1,3,4,3,5,5,HP-PFR1 procedure readiness
P-3.14.n,"Data Acquisition, Calibration (M&TE) & Uncertainty",Power Reactor,"6 - Power-reactor construction, startup and optimization",SRP Chapters,2031-07-01,2033-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Data Acquisition, Calibration (M&TE) & Uncertainty between 2031-07-01 and 2033-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,2,1,3,3,3,5,2,HP-I1 implementation authorization
P-13.b,Construction Readiness Review (CRR),Power Reactor,"6 - Power-reactor construction, startup and optimization",Readiness,2035-04-01,2035-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Construction Readiness Review (CRR) between 2035-04-01 and 2035-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,6,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
P-13.c,Fuel Load Readiness Review (FLRR),Power Reactor,"6 - Power-reactor construction, startup and optimization",Readiness,2035-07-01,2035-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Fuel Load Readiness Review (FLRR) between 2035-07-01 and 2035-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-STARTUP-01; PB-TEST-01,,6,5,5,1,3,4,3,5,5,HP-I1 implementation authorization
P-13.f,"Exercises, Drills & Demonstrations",Power Reactor,"6 - Power-reactor construction, startup and optimization",Readiness,2032-01-01,2033-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Exercises, Drills & Demonstrations between 2032-01-01 and 2033-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,4,2,1,3,3,3,5,4,HP-I1 implementation authorization
P-3.14.o,"Test Exceptions, NCR/CAP, and Resolution",Power Reactor,"6 - Power-reactor construction, startup and optimization",SRP Chapters,2035-07-01,2036-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Test Exceptions, NCR/CAP, and Resolution between 2035-07-01 and 2036-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,6,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
P-13.d,Operational Readiness Review (ORR) / Startup Readiness,Power Reactor,"6 - Power-reactor construction, startup and optimization",Readiness,2035-07-01,2036-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Operational Readiness Review (ORR) / Startup Readiness between 2035-07-01 and 2036-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-TEST-01,,6,4,5,1,3,4,3,5,3,HP-I1 implementation authorization
P-13.i,"Readiness Boards, Minutes & Closeout",Power Reactor,"6 - Power-reactor construction, startup and optimization",Readiness,2035-10-01,2036-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Readiness Boards, Minutes & Closeout between 2035-10-01 and 2036-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,6,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
P-OPT-01,Power-reactor initial criticality and low-power physics commissioning,Power Reactor,"6 - Power-reactor construction, startup and optimization",Power Reactor Startup,2035-01-01,2036-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Power-reactor initial criticality and low-power physics commissioning between 2035-01-01 and 2036-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Reactor Physics; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01; PB-WASTE-01,,6,5,5,1,3,4,3,5,5,HP-I1 implementation authorization
P-OPT-02,"Power ascension, heat balance, protection and performance demonstration",Power Reactor,"6 - Power-reactor construction, startup and optimization",Power Reactor Startup,2035-01-01,2037-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Power ascension, heat balance, protection and performance demonstration between 2035-01-01 and 2037-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Test/Commissioning Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,6,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
P-OPT-04,"Fuel-salt chemistry, corrosion and component-life optimization",Power Reactor,"6 - Power-reactor construction, startup and optimization",Operational Optimization,2035-04-01,2038-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Fuel-salt chemistry, corrosion and component-life optimization between 2035-04-01 and 2038-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Radiation Protection/Chemistry; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FP-01; PB-FUEL-01; PB-MAT-01; PB-TEST-01; PB-WASTE-01,,5,4,2,2,3,3,4,5,5,HP-I1 implementation authorization
P-OPT-03,"Reliability-growth, defect elimination and component-performance optimization",Power Reactor,"6 - Power-reactor construction, startup and optimization",Operational Optimization,2035-04-01,2037-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Reliability-growth, defect elimination and component-performance optimization between 2035-04-01 and 2037-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-TEST-01; PB-WASTE-01,,5,3,2,1,3,3,3,5,3,HP-I1 implementation authorization
P-OPT-05,"Thermal efficiency, heat-rejection and power-conversion optimization",Power Reactor,"6 - Power-reactor construction, startup and optimization",Operational Optimization,2035-04-01,2038-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Thermal efficiency, heat-rejection and power-conversion optimization between 2035-04-01 and 2038-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Thermal-Hydraulics; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-TEST-01; PB-WASTE-01,,5,4,2,1,3,3,3,5,5,HP-I1 implementation authorization
P-OPT-06,"Fuel utilization, salt inventory, waste and consumables optimization",Power Reactor,"6 - Power-reactor construction, startup and optimization",Operational Optimization,2035-07-01,2038-12-31,False,"Task-specific execution sequence, facility work, decision gates, acceptance evidence, records, and fallback routes are defined for the current planning basis.",100,"Optimize fuel utilization, circulating inventory, makeup, processing, sampling, consumables and waste only after establishing a controlled operating baseline; use reconciled mass/chemistry/economic data and validated models, pilot changes at bounded scale, evaluate licensing/MC&A/material impacts and implement through formal plant change control.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01; PB-WASTE-01,,5,4,2,1,2,3,3,5,5,HP-FO1 baseline accepted
P-OPT-07,"Staffing, automation, maintenance-duration and availability economics optimization",Power Reactor,"6 - Power-reactor construction, startup and optimization",Operational Optimization,2035-07-01,2038-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Staffing, automation, maintenance-duration and availability economics optimization between 2035-07-01 and 2038-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-TEST-01; PB-WASTE-01,,5,3,2,1,3,3,3,5,3,HP-I1 implementation authorization
P-OPT-08,"Commercial performance demonstration, fleet feedback and reference-plant baseline",Power Reactor,"6 - Power-reactor construction, startup and optimization",Operational Optimization,2036-07-01,2038-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Commercial performance demonstration, fleet feedback and reference-plant baseline between 2036-07-01 and 2038-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Chief Nuclear Officer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-TEST-01; PB-WASTE-01,,5,3,2,1,3,3,3,5,3,HP-I1 implementation authorization
D-LP2-01,"Demonstrator mission, DOE authorization strategy, and Launch Pad route decision",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2026-10-01,2026-11-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Demonstrator mission, DOE authorization strategy, and Launch Pad route decision between 2026-10-01 and 2026-11-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,4,1,1,3,1,3,5,4,HP-I1 implementation authorization
D-LP2-02,"NRIC/DOE engagement, eligibility package, and project selection support",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2026-10-15,2027-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver NRIC/DOE engagement, eligibility package, and project selection support between 2026-10-15 and 2027-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-MAT-01; PB-TEST-01,,5,4,2,1,3,1,3,5,4,HP-I1 implementation authorization
D-LP2-03U,"Launch Pad USA host selection, due diligence, and authorization-interface definition",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2026-11-01,2027-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Launch Pad USA host selection, due diligence, and authorization-interface definition between 2026-11-01 and 2027-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-HOST-01; PB-MCA-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-LP2-03I,"Launch Pad INL parcel allocation, site data package, and INL services definition",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2026-11-01,2027-05-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Launch Pad INL parcel allocation, site data package, and INL services definition between 2026-11-01 and 2027-05-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-HOST-01; PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,4,2,1,3,1,3,5,4,HP-I1 implementation authorization
D-LP2-04,"DOE/host contract, intellectual-property, liability, and shared-services agreement",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2027-01-01,2027-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver DOE/host contract, intellectual-property, liability, and shared-services agreement between 2027-01-01 and 2027-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-HOST-01; PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,3,1,1,3,1,3,5,2,HP-I1 implementation authorization
D-LP2-05,"DOE nuclear-safety strategy, hazard categorization, and authorization-basis architecture",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2026-10-15,2027-04-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver DOE nuclear-safety strategy, hazard categorization, and authorization-basis architecture between 2026-10-15 and 2027-04-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-HOST-01; PB-MAT-01; PB-TEST-01,,5,3,2,1,3,3,3,5,2,HP-I1 implementation authorization
D-LP2-06,"Preliminary and final documented safety analysis, hazard controls, and technical safety requirements",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2027-01-01,2028-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Preliminary and final documented safety analysis, hazard controls, and technical safety requirements between 2027-01-01 and 2028-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FP-01; PB-FUEL-01; PB-TEST-01,,5,4,2,1,3,1,3,5,5,HP-I1 implementation authorization
D-LP2-07,"NEPA strategy, environmental review, permits, and stakeholder interfaces",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2026-11-01,2027-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver NEPA strategy, environmental review, permits, and stakeholder interfaces between 2026-11-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01; PB-WASTE-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-LP2-08,"Graded QA, configuration management, procurement, software, and records program",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2026-10-15,2027-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Graded QA, configuration management, procurement, software, and records program between 2026-10-15 and 2027-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,3,1,1,3,1,3,5,2,HP-I1 implementation authorization
D-LP2-09,"Nuclear material control, safeguards, physical security, emergency management, and transportation strategy",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2027-01-01,2028-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Nuclear material control, safeguards, physical security, emergency management, and transportation strategy between 2027-01-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01,,5,4,1,1,3,4,3,5,5,HP-I1 implementation authorization
D-LP2-10,"Fuel-salt production, acceptance, transport, receipt, storage, and use authorization",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2027-04-01,2028-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Fuel-salt production, acceptance, transport, receipt, storage, and use authorization between 2027-04-01 and 2028-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FP-01; PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01,,5,4,5,2,3,1,4,5,5,HP-I1 implementation authorization
D-LP2-11,"Host systems integration, shared services, and facility modification authorization",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2027-01-01,2027-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Host systems integration, shared services, and facility modification authorization between 2027-01-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-HOST-01; PB-MCA-01; PB-TEST-01; PB-WASTE-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-LP2-12,Integrated DOE/host authorization application and evidence index,Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2027-10-01,2028-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Integrated DOE/host authorization application and evidence index between 2027-10-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-HOST-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-LP2-13,"DOE/host technical review, audits, questions, and authorization-condition closure",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2028-01-01,2028-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver DOE/host technical review, audits, questions, and authorization-condition closure between 2028-01-01 and 2028-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
D-LP2-14,Construction readiness review and authorization to perform irreversible site work,Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2028-07-01,2028-10-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Construction readiness review and authorization to perform irreversible site work between 2028-07-01 and 2028-10-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-HOST-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01,,5,3,1,1,3,1,3,5,2,HP-I1 implementation authorization
D-LP2-15,"DOE/host construction oversight, authorization-basis configuration, and turnover evidence",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2028-01-01,2028-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver DOE/host construction oversight, authorization-basis configuration, and turnover evidence between 2028-01-01 and 2028-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-HOST-01; PB-MAT-01; PB-TEST-01; PB-WASTE-01,,5,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
D-LP2-16,"Commissioning, nuclear-material introduction, and operation authorization readiness",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2028-07-01,2028-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Commissioning, nuclear-material introduction, and operation authorization readiness between 2028-07-01 and 2028-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-HOST-01; PB-MAT-01; PB-MCA-01; PB-TEST-01,,6,4,5,1,3,4,3,5,4,HP-I1 implementation authorization
D-LP2-17,"Authorization-basis maintenance, experiment change control, occurrence reporting, and closeout",Demonstrator,3 - Demonstrator engineering and authorization,DOE Launch Pad authorization,2029-01-01,2030-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Authorization-basis maintenance, experiment change control, occurrence reporting, and closeout between 2029-01-01 and 2030-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,1,1,3,4,3,5,2,HP-I1 implementation authorization
P50-01,"Part 50 Class 103 CP/OL strategy, design-maturity allocation, and licensing plan",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2026-10-01,2027-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Part 50 Class 103 CP/OL strategy, design-maturity allocation, and licensing plan between 2026-10-01 and 2027-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,3,1,1,3,1,3,5,2,HP-I1 implementation authorization
P50-02,"Part 50 pre-application engagement, topical reports, policy issue closure, and readiness assessments",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2026-10-01,2029-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Part 50 pre-application engagement, topical reports, policy issue closure, and readiness assessments between 2026-10-01 and 2029-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
P50-03,"Construction-permit site safety basis, Environmental Report, consultations, and permits",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2026-10-01,2028-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Construction-permit site safety basis, Environmental Report, consultations, and permits between 2026-10-01 and 2028-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
P50-04,Preliminary Safety Analysis Report and CP technical application development,Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2027-01-01,2028-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Preliminary Safety Analysis Report and CP technical application development between 2027-01-01 and 2028-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MCA-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
P50-05,"Construction Permit application assembly, certifications, and docketing support",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2028-01-01,2028-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Construction Permit application assembly, certifications, and docketing support between 2028-01-01 and 2028-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-MCA-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
